Match_ID,Season,Team1,Team2,Venue,City,Toss_Winner,Toss_Decision,Winner,Win_Margin,Win_Type,Win_By,Player_of_Match,Match_Type,Target_Score,Overs,Toss_Winner_Won_Match,Batting_First_Won
139,2010,Royal Challengers Bangalore,Deccan Chargers,Eden Gardens,Kolkata,Deccan Chargers,Bat,Deccan Chargers,3,Wickets,3 wickets,Andrew Symonds,League,152,20,Yes,Yes
140,2010,Chennai Super Kings,Deccan Chargers,DY Patil Stadium,Navi Mumbai,Chennai Super Kings,Bat,Deccan Chargers,5,Wickets,5 wickets,RP Singh,League,184,20,No,No
141,2010,Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Field,Chennai Super Kings,29,Runs,29 runs,Murali Vijay,League,220,20,Yes,No
142,2010,Royal Challengers Bangalore,Deccan Chargers,Eden Gardens,Kolkata,Deccan Chargers,Bat,Royal Challengers Bangalore,6,Wickets,6 wickets,Rajat Patidar,League,177,20,No,No
143,2010,Rajasthan Royals,Delhi Daredevils,Narendra Modi Stadium,Ahmedabad,Rajasthan Royals,Bat,Rajasthan Royals,3,Wickets,3 wickets,Sanju Samson,League,191,20,Yes,Yes
144,2010,Kings XI Punjab,Deccan Chargers,Arun Jaitley Stadium,Delhi,Kings XI Punjab,Bat,Deccan Chargers,88,Runs,88 runs,Andrew Symonds,League,214,20,No,No
145,2010,Delhi Daredevils,Royal Challengers Bangalore,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,,Field,Royal Challengers Bangalore,10,Wickets,10 wickets,Shane Bond,League,158,20,Yes,No
146,2010,Delhi Daredevils,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,Bat,Mumbai Indians,4,Wickets,4 wickets,Jasprit Bumrah,League,216,20,Yes,Yes
147,2010,Rajasthan Royals,Mumbai Indians,Shaheed Veer Narayan Singh International Stadium,Raipur,Mumbai Indians,Bat,Mumbai Indians,4,Runs,4 runs,,League,215,20,Yes,Yes
148,2010,Kolkata Knight Riders,Chennai Super Kings,JSCA International Stadium,Ranchi,Chennai Super Kings,Field,Chennai Super Kings,8,Runs,8 runs,Deepak Chahar,League,150,20,Yes,No
149,2010,Rajasthan Royals,Mumbai Indians,HPCA Stadium,Dharamsala,Rajasthan Royals,Field,Mumbai Indians,95,Runs,95 runs,Suryakumar Yadav,League,212,20,No,Yes
150,2010,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Bat,Royal Challengers Bangalore,2,Runs,2 runs,Virat Kohli,League,206,20,No,No
151,2010,Mumbai Indians,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Mumbai Indians,Field,Kolkata Knight Riders,2,Wickets,2 wickets,Venkatesh Iyer,League,139,20,No,Yes
152,2010,Chennai Super Kings,Royal Challengers Bangalore,VCA Stadium,Nagpur,Chennai Super Kings,Field,Chennai Super Kings,18,Runs,18 runs,Ruturaj Gaikwad,League,135,20,Yes,No
153,2010,Chennai Super Kings,Delhi Daredevils,Brabourne Stadium,Mumbai,Delhi Daredevils,Field,Chennai Super Kings,2,Wickets,2 wickets,MS Dhoni,League,194,20,No,Yes
154,2010,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Kolkata Knight Riders,Field,Kolkata Knight Riders,98,Runs,98 runs,Pat Cummins,League,199,20,Yes,No
155,2010,Rajasthan Royals,Kings XI Punjab,DY Patil Stadium,Navi Mumbai,Rajasthan Royals,Bat,,53,Runs,53 runs,Ajinkya Rahane,League,207,20,Yes,Yes
156,2010,Delhi Daredevils,Chennai Super Kings,Maharashtra Cricket Association Stadium,Pune,Delhi Daredevils,Bat,Chennai Super Kings,23,Runs,23 runs,Devon Conway,League,140,20,No,No
157,2010,Royal Challengers Bangalore,Delhi Daredevils,,Ranchi,Delhi Daredevils,Bat,Royal Challengers Bangalore,5,Wickets,5 wickets,Virat Kohli,League,171,20,No,No
158,2010,Rajasthan Royals,Chennai Super Kings,Sardar Patel Stadium,Ahmedabad,Rajasthan Royals,Field,Rajasthan Royals,31,Runs,31 runs,Shane Watson,League,216,20,Yes,No
159,2010,Delhi Daredevils,Chennai Super Kings,Punjab Cricket Association Stadium,Mohali,Delhi Daredevils,Bat,Chennai Super Kings,40,Runs,40 runs,Ruturaj Gaikwad,League,163,20,No,No
160,2010,Delhi Daredevils,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,Bat,Royal Challengers Bangalore,66,Runs,66 runs,Yuzvendra Chahal,League,197,20,No,No
161,2010,Mumbai Indians,Delhi Daredevils,DY Patil Stadium,Navi Mumbai,Delhi Daredevils,Bat,Delhi Daredevils,8,Wickets,8 wickets,Virender Sehwag,League,202,20,Yes,Yes
162,2010,Kings XI Punjab,Rajasthan Royals,VCA Stadium,Nagpur,Rajasthan Royals,Bat,Rajasthan Royals,1,Wickets,1 wickets,Steven Smith,League,187,20,Yes,Yes
163,2010,Kings XI Punjab,Chennai Super Kings,Sardar Patel Stadium,Ahmedabad,Chennai Super Kings,Bat,Chennai Super Kings,12,Runs,12 runs,Ambati Rayudu,League,217,20,Yes,Yes
164,2010,Delhi Daredevils,Mumbai Indians,Barabati Stadium,Cuttack,Delhi Daredevils,Field,Delhi Daredevils,42,Runs,42 runs,Gautam Gambhir,League,215,20,Yes,No
165,2010,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Mumbai,Mumbai Indians,Field,Mumbai Indians,9,Wickets,9 wickets,Rohit Sharma,League,132,20,Yes,No
166,2010,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,17,Runs,17 runs,AB de Villiers,League,210,20,Yes,No
167,2010,Royal Challengers Bangalore,Rajasthan Royals,VCA Stadium,Nagpur,Rajasthan Royals,Bat,Rajasthan Royals,10,Wickets,10 wickets,Trent Boult,League,132,20,Yes,Yes
168,2010,Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,Bat,Mumbai Indians,44,Runs,44 runs,Kieron Pollard,League,206,20,No,No
169,2010,Kolkata Knight Riders,Deccan Chargers,Sawai Mansingh Stadium,Jaipur,Deccan Chargers,Field,Kolkata Knight Riders,13,Runs,13 runs,Gautam Gambhir,League,197,20,No,Yes
170,2010,Mumbai Indians,Rajasthan Royals,Barabati Stadium,Cuttack,Rajasthan Royals,Bat,Rajasthan Royals,9,Wickets,9 wickets,Shane Warne,League,175,20,Yes,Yes
171,2010,Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association Stadium,Mohali,Kolkata Knight Riders,Bat,Kolkata Knight Riders,1,Wickets,1 wickets,Gautam Gambhir,League,160,20,Yes,Yes
172,2010,Mumbai Indians,Deccan Chargers,Punjab Cricket Association Stadium,Mohali,Deccan Chargers,Bat,Deccan Chargers,7,Runs,7 runs,Rohit Sharma,Playoff,200,20,Yes,Yes
173,2010,Deccan Chargers,Royal Challengers Bangalore,VCA Stadium,Nagpur,Royal Challengers Bangalore,Field,Deccan Chargers,3,Wickets,3 wickets,Andrew Symonds,Playoff,209,20,No,Yes
174,2010,Kings XI Punjab,Kolkata Knight Riders,DY Patil Stadium,Navi Mumbai,Kings XI Punjab,Bat,Kolkata Knight Riders,23,Runs,23 runs,Nitish Rana,Playoff,164,20,No,No
175,2010,Mumbai Indians,Deccan Chargers,HPCA Stadium,Dharamsala,Mumbai Indians,Bat,Mumbai Indians,5,Wickets,5 wickets,Sachin Tendulkar,Final,158,20,Yes,Yes
176,2010,Kings XI Punjab,Deccan Chargers,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,Bat,Kings XI Punjab,61,Runs,61 runs,Mayank Agarwal,Playoff,142,20,No,No
177,2011,Kings XI Punjab,Rajasthan Royals,Barabati Stadium,Cuttack,Kings XI Punjab,Bat,Kings XI Punjab,4,Wickets,4 wickets,Chris Gayle,League,136,20,Yes,Yes
178,2011,Pune Warriors India,Royal Challengers Bangalore,JSCA International Stadium,Ranchi,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,4,Wickets,4 wickets,Glenn Maxwell,League,214,20,Yes,No
179,2011,Kolkata Knight Riders,Deccan Chargers,Punjab Cricket Association Stadium,,Kolkata Knight Riders,Field,Kolkata Knight Riders,1,Runs,1 runs,Robin Uthappa,League,213,20,Yes,No
180,2011,Pune Warriors India,Chennai Super Kings,Feroz Shah Kotla,Delhi,Chennai Super Kings,Bat,Chennai Super Kings,62,Runs,62 runs,Ambati Rayudu,League,151,20,Yes,Yes
181,2011,Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,Bat,Mumbai Indians,39,Runs,39 runs,Suryakumar Yadav,League,204,20,Yes,Yes
182,2011,Deccan Chargers,Mumbai Indians,JSCA International Stadium,Ranchi,Deccan Chargers,Bat,Deccan Chargers,4,Wickets,4 wickets,Chamara Silva,League,192,20,Yes,Yes
183,2011,Pune Warriors India,Kolkata Knight Riders,Barabati Stadium,Cuttack,Kolkata Knight Riders,Field,Pune Warriors India,7,Wickets,7 wickets,Sourav Ganguly,League,202,20,No,Yes
184,2011,Deccan Chargers,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,Field,Deccan Chargers,9,Wickets,9 wickets,Chamara Silva,League,176,20,No,Yes
185,2011,Rajasthan Royals,Chennai Super Kings,Barabati Stadium,Cuttack,Rajasthan Royals,Bat,Chennai Super Kings,5,Wickets,5 wickets,Moeen Ali,League,206,20,No,No
186,2011,Chennai Super Kings,Deccan Chargers,VCA Stadium,Nagpur,Deccan Chargers,Field,,9,Wickets,9 wickets,Ambati Rayudu,League,172,20,No,Yes
187,2011,Chennai Super Kings,Deccan Chargers,VCA Stadium,Nagpur,Chennai Super Kings,Bat,Chennai Super Kings,31,Runs,31 runs,Suresh Raina,League,199,20,Yes,Yes
188,2011,Mumbai Indians,Chennai Super Kings,Eden Gardens,Kolkata,Mumbai Indians,Bat,Chennai Super Kings,24,Runs,24 runs,Murali Vijay,League,213,20,No,No
189,2011,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,Bat,Deccan Chargers,10,Wickets,10 wickets,Chamara Silva,League,182,20,Yes,Yes
190,2011,Delhi Daredevils,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Delhi Daredevils,Bat,Royal Challengers Bangalore,52,Runs,52 runs,Daniel Vettori,League,135,20,No,No
191,2011,Pune Warriors India,Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,Pune Warriors India,Bat,Pune Warriors India,86,Runs,86 runs,Steve Smith,League,210,20,Yes,Yes
192,2011,Delhi Daredevils,Kochi Tuskers Kerala,,Cuttack,Delhi Daredevils,Bat,Delhi Daredevils,5,Wickets,5 wickets,Shikhar Dhawan,League,196,20,Yes,Yes
193,2011,Kochi Tuskers Kerala,Chennai Super Kings,Barabati Stadium,Cuttack,Kochi Tuskers Kerala,Bat,Kochi Tuskers Kerala,79,Runs,79 runs,,League,169,20,Yes,Yes
194,2011,Rajasthan Royals,Pune Warriors India,Feroz Shah Kotla,Delhi,Pune Warriors India,Bat,Pune Warriors India,67,Runs,67 runs,Angelo Mathews,League,187,20,Yes,Yes
195,2011,Kochi Tuskers Kerala,Delhi Daredevils,Barabati Stadium,Cuttack,Delhi Daredevils,Bat,Delhi Daredevils,2,Wickets,2 wickets,Axar Patel,League,145,20,Yes,Yes
196,2011,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Daredevils,Bat,Chennai Super Kings,8,Wickets,8 wickets,Shane Watson,League,139,20,No,No
197,2011,Kings XI Punjab,Pune Warriors India,Barabati Stadium,Cuttack,Pune Warriors India,Field,Kings XI Punjab,7,Wickets,7 wickets,David Miller,League,172,20,No,Yes
198,2011,Kings XI Punjab,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,Raipur,Kings XI Punjab,Field,Kings XI Punjab,3,Wickets,3 wickets,David Miller,League,134,20,Yes,No
199,2011,Royal Challengers Bangalore,Kings XI Punjab,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,8,Wickets,8 wickets,Daniel Vettori,League,188,20,Yes,Yes
200,2011,Royal Challengers Bangalore,Kochi Tuskers Kerala,HPCA Stadium,Dharamsala,Kochi Tuskers Kerala,Bat,Royal Challengers Bangalore,53,Runs,53 runs,Rajat Patidar,League,191,20,No,No
201,2011,Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Bat,Rajasthan Royals,37,Runs,37 runs,Trent Boult,League,143,20,Yes,Yes
202,2011,Royal Challengers Bangalore,Kings XI Punjab,Eden Gardens,Kolkata,,Bat,Royal Challengers Bangalore,10,Wickets,10 wickets,Glenn Maxwell,League,156,20,Yes,Yes
203,2011,Rajasthan Royals,Chennai Super Kings,Arun Jaitley Stadium,Delhi,Rajasthan Royals,Field,Rajasthan Royals,87,Runs,87 runs,Yusuf Pathan,League,187,20,Yes,No
204,2011,Chennai Super Kings,Kings XI Punjab,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Bat,Kings XI Punjab,4,Wickets,4 wickets,Chris Gayle,League,213,20,No,No
205,2011,Delhi Daredevils,Kochi Tuskers Kerala,BRSABV Ekana Cricket Stadium,Lucknow,Kochi Tuskers Kerala,Bat,Delhi Daredevils,10,Wickets,10 wickets,Rishabh Pant,League,199,20,No,No
206,2011,Kings XI Punjab,Mumbai Indians,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,Field,Kings XI Punjab,27,Runs,27 runs,Adam Gilchrist,League,154,20,No,Yes
207,2011,Deccan Chargers,Kings XI Punjab,Eden Gardens,Kolkata,Deccan Chargers,Field,Kings XI Punjab,3,Wickets,3 wickets,Glenn Maxwell,League,140,20,No,Yes
208,2011,Pune Warriors India,Kolkata Knight Riders,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,Bat,Pune Warriors India,9,Wickets,9 wickets,Angelo Mathews,League,162,20,No,No
209,2011,Deccan Chargers,Mumbai Indians,Barabati Stadium,Cuttack,Deccan Chargers,Bat,Deccan Chargers,5,Wickets,5 wickets,Adam Gilchrist,League,191,20,Yes,Yes
210,2011,Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,Field,Mumbai Indians,5,Wickets,5 wickets,Kieron Pollard,League,143,20,Yes,No
211,2011,Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,Indore,Kings XI Punjab,Field,Kings XI Punjab,97,Runs,97 runs,Glenn Maxwell,League,161,20,Yes,No
212,2011,Kolkata Knight Riders,Kings XI Punjab,Punjab Cricket Association Stadium,Mohali,Kolkata Knight Riders,Field,Kolkata Knight Riders,15,Runs,15 runs,Yusuf Pathan,League,183,20,Yes,No
213,2011,Rajasthan Royals,Deccan Chargers,Feroz Shah Kotla,Delhi,Rajasthan Royals,Field,Deccan Chargers,3,Wickets,3 wickets,Chamara Silva,League,184,20,No,Yes
214,2011,Mumbai Indians,Pune Warriors India,HPCA Stadium,Dharamsala,Pune Warriors India,Bat,Mumbai Indians,10,Wickets,10 wickets,Suryakumar Yadav,League,168,20,No,No
215,2011,Royal Challengers Bangalore,Kochi Tuskers Kerala,DY Patil Stadium,Navi Mumbai,Royal Challengers Bangalore,Field,Kochi Tuskers Kerala,12,Runs,12 runs,Mahela Jayawardene,League,164,20,No,Yes
216,2011,Delhi Daredevils,Pune Warriors India,HPCA Stadium,Dharamsala,Pune Warriors India,Bat,Pune Warriors India,8,Wickets,8 wickets,Robin Uthappa,League,208,20,Yes,Yes
217,2011,Deccan Chargers,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,3,Wickets,3 wickets,Shane Bond,League,135,20,Yes,No
218,2011,Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Bat,Mumbai Indians,1,Wickets,1 wickets,Kieron Pollard,League,165,20,No,No
219,2011,Kolkata Knight Riders,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Royal Challengers Bangalore,Field,Kolkata Knight Riders,69,Runs,69 runs,Manoj Tiwary,League,152,20,No,Yes
220,2011,Kings XI Punjab,Mumbai Indians,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Kings XI Punjab,Field,Kings XI Punjab,1,Wickets,1 wickets,David Miller,League,209,20,Yes,No
221,2011,Chennai Super Kings,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Bat,Chennai Super Kings,60,Runs,60 runs,Shane Watson,League,137,20,Yes,Yes
222,2011,Kochi Tuskers Kerala,Deccan Chargers,Eden Gardens,Kolkata,Kochi Tuskers Kerala,Bat,Kochi Tuskers Kerala,17,Runs,17 runs,Mahela Jayawardene,League,215,20,Yes,Yes
223,2011,Royal Challengers Bangalore,Kings XI Punjab,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,65,Runs,65 runs,Glenn Maxwell,League,193,20,Yes,No
224,2011,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Bat,Rajasthan Royals,41,Runs,41 runs,Yuzvendra Chahal,League,176,20,Yes,Yes
225,2011,Delhi Daredevils,Mumbai Indians,Barabati Stadium,Cuttack,Mumbai Indians,Field,Mumbai Indians,4,Wickets,4 wickets,Lasith Malinga,League,180,20,Yes,No
226,2011,Mumbai Indians,Delhi Daredevils,M Chinnaswamy Stadium,,Delhi Daredevils,Field,Mumbai Indians,65,Runs,65 runs,Kieron Pollard,League,144,20,No,Yes
227,2011,Chennai Super Kings,Kings XI Punjab,BRSABV Ekana Cricket Stadium,Lucknow,Kings XI Punjab,Field,Kings XI Punjab,5,Wickets,5 wickets,KL Rahul,League,161,20,Yes,No
228,2011,Kochi Tuskers Kerala,Mumbai Indians,Punjab Cricket Association Stadium,Mohali,Kochi Tuskers Kerala,Bat,Mumbai Indians,2,Wickets,2 wickets,Sachin Tendulkar,League,148,20,No,No
229,2011,Deccan Chargers,Kochi Tuskers Kerala,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Kochi Tuskers Kerala,Bat,Kochi Tuskers Kerala,58,Runs,58 runs,Mahela Jayawardene,League,138,20,Yes,Yes
230,2011,Pune Warriors India,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Daredevils,Bat,Delhi Daredevils,100,Runs,100 runs,Kagiso Rabada,League,148,20,Yes,Yes
231,2011,Pune Warriors India,Rajasthan Royals,DY Patil Stadium,Navi Mumbai,Pune Warriors India,Bat,Pune Warriors India,44,Runs,44 runs,Sourav Ganguly,League,149,20,Yes,Yes
232,2011,Royal Challengers Bangalore,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,Bat,Mumbai Indians,3,Wickets,3 wickets,Tilak Varma,League,192,20,No,No
233,2011,Delhi Daredevils,Rajasthan Royals,Brabourne Stadium,Mumbai,Rajasthan Royals,Bat,Delhi Daredevils,45,Runs,45 runs,Rishabh Pant,League,183,20,No,No
234,2011,Kochi Tuskers Kerala,Kings XI Punjab,Maharashtra Cricket Association Stadium,Pune,Kings XI Punjab,Field,Kings XI Punjab,57,Runs,57 runs,David Miller,League,207,20,Yes,No
235,2011,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,Chennai Super Kings,Field,Rajasthan Royals,17,Runs,17 runs,Ajinkya Rahane,League,185,20,No,Yes
236,2011,Kochi Tuskers Kerala,Chennai Super Kings,Barabati Stadium,Cuttack,Kochi Tuskers Kerala,Bat,Kochi Tuskers Kerala,6,Wickets,6 wickets,,League,175,20,Yes,Yes
237,2011,Royal Challengers Bangalore,Delhi Daredevils,,Mumbai,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,1,Wickets,1 wickets,Faf du Plessis,League,191,20,Yes,No
238,2011,Delhi Daredevils,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,Bat,Delhi Daredevils,17,Runs,17 runs,Axar Patel,League,153,20,No,No
239,2011,Kings XI Punjab,Deccan Chargers,BRSABV Ekana Cricket Stadium,Lucknow,Kings XI Punjab,Field,Deccan Chargers,66,Runs,66 runs,Adam Gilchrist,League,194,20,No,Yes
240,2011,Royal Challengers Bangalore,Kings XI Punjab,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Field,Kings XI Punjab,94,Runs,94 runs,David Miller,League,177,20,No,Yes
241,2011,Pune Warriors India,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,Raipur,,Field,Kings XI Punjab,9,Wickets,9 wickets,Glenn Maxwell,League,148,20,No,Yes
242,2011,Rajasthan Royals,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,Raipur,Rajasthan Royals,Field,,6,Wickets,6 wickets,KL Rahul,League,189,20,No,Yes
243,2011,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association Stadium,Mohali,Chennai Super Kings,Bat,Chennai Super Kings,5,Wickets,5 wickets,Murali Vijay,League,157,20,Yes,Yes
244,2011,Rajasthan Royals,Chennai Super Kings,JSCA International Stadium,Ranchi,Chennai Super Kings,Bat,Rajasthan Royals,1,Wickets,1 wickets,Steven Smith,League,135,20,No,No
245,2011,Chennai Super Kings,Deccan Chargers,Feroz Shah Kotla,Delhi,Chennai Super Kings,Field,Chennai Super Kings,71,Runs,71 runs,Ruturaj Gaikwad,Playoff,167,20,Yes,No
246,2011,Deccan Chargers,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,Field,Deccan Chargers,19,Runs,19 runs,Andrew Symonds,Playoff,172,20,No,Yes
247,2011,Kings XI Punjab,Delhi Daredevils,Sawai Mansingh Stadium,Jaipur,Kings XI Punjab,Bat,Kings XI Punjab,93,Runs,93 runs,Michael Hussey,Playoff,165,20,Yes,Yes
248,2011,Kochi Tuskers Kerala,Chennai Super Kings,JSCA International Stadium,Ranchi,Chennai Super Kings,Field,Kochi Tuskers Kerala,96,Runs,96 runs,Parthiv Patel,Final,147,20,No,Yes
249,2011,Rajasthan Royals,Delhi Daredevils,BRSABV Ekana Cricket Stadium,Lucknow,Delhi Daredevils,Field,Rajasthan Royals,31,Runs,31 runs,Shane Warne,Playoff,184,20,No,Yes
250,2012,Pune Warriors India,Delhi Daredevils,Holkar Cricket Stadium,Indore,Delhi Daredevils,Bat,Delhi Daredevils,12,Runs,12 runs,Kagiso Rabada,League,151,20,Yes,Yes
251,2012,Delhi Daredevils,Deccan Chargers,DY Patil Stadium,Navi Mumbai,Delhi Daredevils,Bat,Delhi Daredevils,49,Runs,49 runs,Morne Morkel,League,190,20,Yes,Yes
252,2012,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,Mumbai,Delhi Daredevils,Bat,Delhi Daredevils,49,Runs,49 runs,Axar Patel,League,185,20,Yes,Yes
253,2012,Chennai Super Kings,Royal Challengers Bangalore,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,Field,Chennai Super Kings,100,Runs,100 runs,Ravindra Jadeja,League,153,20,Yes,No
254,2012,Kings XI Punjab,Delhi Daredevils,HPCA Stadium,Dharamsala,Delhi Daredevils,Field,Kings XI Punjab,4,Wickets,4 wickets,KL Rahul,League,136,20,No,Yes
255,2012,Pune Warriors India,Chennai Super Kings,VCA Stadium,Nagpur,Pune Warriors India,Field,Pune Warriors India,29,Runs,29 runs,Steve Smith,League,149,20,Yes,No
256,2012,Mumbai Indians,Royal Challengers Bangalore,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Bat,Mumbai Indians,83,Runs,83 runs,Tilak Varma,League,190,20,No,No
257,2012,Chennai Super Kings,Delhi Daredevils,Rajiv Gandhi International Stadium,Hyderabad,Delhi Daredevils,Bat,Chennai Super Kings,8,Wickets,8 wickets,MS Dhoni,League,167,20,No,No
258,2012,Chennai Super Kings,Mumbai Indians,DY Patil Stadium,Navi Mumbai,Chennai Super Kings,Field,Mumbai Indians,35,Runs,35 runs,Krunal Pandya,League,219,20,No,Yes
259,2012,Delhi Daredevils,Kings XI Punjab,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Delhi Daredevils,Field,Delhi Daredevils,9,Wickets,9 wickets,Rishabh Pant,League,159,20,Yes,No
